Age,Favourite_healthy_food,Favourite_cheat_meal,Main_macronutrient_source,Flexibility_level,Dehydration,Compound_movements_workout,Workout_minutes_per_week,Outcome
37,Kale,Donut,Protein,2707,yes,no,109,Loss_of_strength
37,Almond,Pizza,Good fat,869,no,no,60,Loss_of_strength
37,Kale,Donut,Protein,-399,yes,yes,21,Loss_of_strength
37,Kale,Donut,Protein,1120,yes,no,103,Loss_of_strength
37,Kale,Donut,Protein,140,yes,yes,490,Loss_of_strength
37,Kale,Donut,Protein,261,no,no,301,Loss_of_strength
37,Kale,Donut,Protein,50,yes,no,352,Loss_of_strength
37,Almond,Pizza,Good fat,340,no,no,90,Loss_of_strength
37,Almond,Donut,Protein,1049,no,no,126,Loss_of_strength
37,Almond,Pizza,Good fat,10269,yes,no,28,Loss_of_strength
37,Almond,Pizza,Good fat,0,no,no,643,Loss_of_strength
37,Kale,Donut,Carbs,152,yes,no,252,Loss_of_strength
37,Kale,Donut,Carbs,3517,yes,no,445,Loss_of_strength
37,Kale,Donut,Protein,168,yes,no,266,Loss_of_strength
37,Kale,Donut,Carbs,240,yes,no,259,Loss_of_strength
37,Kale,Donut,Protein,2697,yes,no,430,Loss_of_strength
37,Salmon,Donut,Carbs,8,yes,yes,46,Loss_of_strength
37,Kale,Pizza,Good fat,147,no,no,416,Loss_of_strength
37,Kale,Donut,Protein,0,yes,no,473,Loss_of_strength
37,Kale,Donut,Protein,494,yes,no,247,Loss_of_strength
37,Almond,Pizza,Protein,-261,no,yes,259,Loss_of_strength
37,Almond,Pizza,Protein,655,no,yes,258,Loss_of_strength
37,Almond,Pizza,Protein,22,yes,no,28,Loss_of_strength
37,Beets,Donut,Protein,4769,no,no,124,Loss_of_strength
37,Almond,Donut,Protein,80,no,no,155,Loss_of_strength
37,Kale,Donut,Carbs,0,yes,no,24,Loss_of_strength
37,Kale,Donut,Protein,1,no,no,395,Loss_of_strength
37,Kale,Donut,Protein,-4,yes,yes,381,Loss_of_strength
37,Kale,Donut,Protein,0,no,no,236,Loss_of_strength
37,Kale,Donut,Protein,362,yes,no,277,Loss_of_strength
37,Almond,Pizza,Good fat,427,yes,no,121,Loss_of_strength
37,Almond,Donut,Protein,10465,no,no,144,Loss_of_strength
37,Almond,Donut,Good fat,5432,yes,yes,774,Loss_of_strength
37,Beets,Donut,Protein,487,no,yes,155,Loss_of_strength
37,Kale,Pizza,Protein,363,yes,no,39,Loss_of_strength
37,Beets,Donut,Protein,3396,no,no,69,Loss_of_strength
37,Beets,Ramen,Good fat,1513,no,no,510,Loss_of_strength
37,Kale,Pizza,Protein,847,no,no,54,Loss_of_strength
37,Kale,Ramen,Protein,719,yes,no,118,Loss_of_strength
37,Kale,Donut,Good fat,0,no,no,76,Loss_of_strength
37,Almond,Donut,Protein,0,no,no,89,Loss_of_strength
37,Almond,Donut,Good fat,26,no,no,151,Loss_of_strength
37,Kale,Donut,Protein,177,yes,no,464,Loss_of_strength
37,Kale,Donut,Good fat,0,yes,no,93,Loss_of_strength
37,Almond,Donut,Good fat,2672,yes,no,549,Loss_of_strength
37,Almond,Donut,Protein,36,yes,no,428,Loss_of_strength
37,Kale,Donut,Protein,10721,yes,no,394,Loss_of_strength
37,Beets,Donut,Protein,4969,yes,no,169,Loss_of_strength
37,Almond,Pizza,Protein,309,yes,no,58,Loss_of_strength
37,Almond,Donut,Protein,68,yes,yes,151,Loss_of_strength
37,Beets,Donut,Protein,0,yes,no,158,Loss_of_strength
37,Almond,Donut,Good fat,21,no,no,50,Loss_of_strength
37,Almond,Pizza,Good fat,1449,no,no,291,Loss_of_strength
37,Kale,Donut,Protein,95,no,no,454,Loss_of_strength
37,Salmon,Donut,Good fat,555,no,no,104,Loss_of_strength
37,Almond,Donut,Good fat,1594,yes,no,110,Loss_of_strength
38,Almond,Pizza,Protein,100,yes,no,786,Strength_restored
38,Almond,Donut,Good fat,119,yes,no,568,Strength_restored
38,Almond,Ramen,Protein,198,yes,no,431,Strength_restored
38,Almond,Ramen,Good fat,4692,yes,no,1363,Strength_restored
38,Kale,Donut,Protein,226,yes,no,762,Strength_restored
38,Almond,Ramen,Protein,19,yes,no,604,Strength_restored
38,Kale,Donut,Carbs,5839,yes,no,984,Strength_restored
38,Kale,Ramen,Protein,61,no,no,636,Strength_restored
38,Almond,Pizza,Good fat,619,yes,no,460,Strength_restored
38,Kale,Donut,Carbs,217,yes,no,491,Strength_restored
38,Kale,Pizza,Good fat,3316,no,no,1345,Strength_restored
38,Kale,Ramen,Bad fat,6360,no,no,1409,Strength_restored
38,Kale,Donut,Protein,0,no,no,635,Strength_restored
38,Almond,Donut,Good fat,327,yes,yes,556,Strength_restored
38,Almond,Donut,Good fat,1722,yes,no,500,Strength_restored
38,Kale,Donut,Protein,976,yes,no,766,Strength_restored
38,Kale,Donut,Protein,0,yes,no,1545,Strength_restored
38,Salmon,Donut,Good fat,0,no,no,532,Strength_restored
38,Salmon,Donut,Protein,593,yes,yes,1484,Strength_restored
38,Kale,Ramen,Protein,1817,yes,no,1096,Strength_restored
38,Kale,Donut,Protein,1919,no,no,846,Strength_restored
38,Kale,Donut,Good fat,202,no,no,1311,Strength_restored
38,Almond,Donut,Good fat,179,no,no,317,Strength_restored
38,Almond,Donut,Good fat,1223,no,no,1092,Strength_restored
38,Kale,Pizza,Protein,3278,no,no,645,Strength_restored
38,Almond,Pizza,Protein,2470,no,no,227,Strength_restored
38,Kale,Donut,Good fat,3234,no,no,578,Strength_restored
38,Kale,Donut,Carbs,190,yes,no,623,Strength_restored
38,Salmon,Donut,Good fat,1110,yes,no,888,Strength_restored
38,Almond,Donut,Good fat,3436,no,no,663,Strength_restored
38,Almond,Donut,Good fat,1308,yes,no,626,Strength_restored
38,Kale,Ramen,Protein,902,yes,no,650,Strength_restored
38,Kale,Donut,Good fat,4383,no,no,1381,Strength_restored
38,Almond,Donut,Protein,755,yes,no,120,Strength_restored
38,Kale,Pizza,Good fat,172,yes,no,1176,Strength_restored
38,Kale,Pizza,Protein,2580,yes,no,1691,Strength_restored
38,Kale,Donut,Good fat,206,no,no,350,Strength_restored
38,Almond,Pizza,Good fat,6158,yes,no,139,Strength_restored
38,Almond,Donut,Good fat,165,yes,no,526,Strength_restored
38,Almond,Donut,Protein,0,yes,yes,547,Strength_restored
38,Kale,Donut,Protein,0,yes,no,315,Strength_restored
38,Kale,Donut,Protein,1970,yes,no,701,Strength_restored
38,Almond,Donut,Good fat,0,yes,no,571,Strength_restored
38,Kale,Pizza,Good fat,1101,no,no,800,Strength_restored
38,Almond,Donut,Good fat,613,no,no,242,Strength_restored
38,Kale,Ramen,Protein,902,yes,no,301,Strength_restored
38,Almond,Ramen,Good fat,6368,yes,no,922,Strength_restored
38,Beets,Pizza,Good fat,1612,yes,no,423,Strength_restored
38,Kale,Donut,Protein,5293,yes,no,475,Strength_restored
38,Kale,Pizza,Carbs,199,yes,no,1203,Strength_restored
38,Kale,Pizza,Protein,895,yes,no,1531,Strength_restored
38,Kale,Donut,Carbs,1401,no,no,516,Strength_restored
38,Kale,Donut,Carbs,1852,yes,no,606,Strength_restored
38,Kale,Pizza,Protein,2253,yes,no,937,Strength_restored
38,Kale,Ramen,Carbs,0,yes,no,531,Strength_restored
38,Kale,Donut,Carbs,4406,yes,no,689,Strength_restored
38,Beets,Pizza,Good fat,5774,yes,no,406,Strength_restored
38,Salmon,Donut,Good fat,170,yes,no,442,Strength_restored
38,Kale,Pizza,Protein,-242,yes,no,1173,Strength_restored
38,Kale,Ramen,Protein,70,no,no,263,Strength_restored
38,Beets,Pizza,Protein,804,no,no,1087,Strength_restored
38,Almond,Donut,Good fat,1988,no,no,103,Strength_restored
38,Kale,Donut,Protein,2467,no,no,192,Strength_restored
38,Kale,Pizza,Protein,1130,no,no,96,Strength_restored
38,Salmon,Ramen,Protein,1190,yes,no,81,Strength_restored
38,Beets,Donut,Carbs,7005,yes,no,370,Strength_restored
38,Kale,Donut,Bad fat,0,no,no,341,Strength_restored
38,Almond,Donut,Good fat,4297,no,no,206,Strength_restored
38,Kale,Donut,Protein,1165,yes,no,784,Strength_restored
38,Kale,Donut,Protein,10596,no,no,195,Strength_restored
38,Beets,Pizza,Good fat,0,no,no,260,Strength_restored
38,Kale,Donut,Protein,4539,no,no,387,Strength_restored
38,Almond,Donut,Good fat,4174,no,no,336,Strength_restored
38,Kale,Pizza,Protein,0,no,no,297,Strength_restored
38,Kale,Ramen,Protein,70,no,no,255,Strength_restored
38,Almond,Donut,Protein,1767,yes,no,893,Strength_restored
38,Almond,Donut,Bad fat,3576,no,no,349,Strength_restored
38,Almond,Donut,Protein,11303,no,no,473,Strength_restored
38,Beets,Donut,Carbs,7005,yes,no,696,Strength_restored
38,Kale,Ramen,Protein,70,no,no,164,Strength_restored
38,Kale,Donut,Protein,318,no,no,383,Strength_restored
38,Kale,Donut,Protein,775,no,no,1835,Strength_restored
38,Almond,Pizza,Good fat,455,yes,no,255,Strength_restored
38,Kale,Pizza,Protein,91,no,no,207,Strength_restored
38,Kale,Pizza,Protein,465,yes,no,180,Strength_restored
38,Almond,Donut,Bad fat,76,no,no,261,Strength_restored
38,Almond,Donut,Good fat,413,no,no,240,Strength_restored
38,Kale,Donut,Protein,497,no,no,173,Strength_restored
38,Kale,Ramen,Protein,0,yes,no,162,Strength_restored
38,Kale,Pizza,Protein,1711,no,no,379,Strength_restored
38,Almond,Donut,Good fat,1276,no,no,272,Strength_restored
38,Kale,Donut,Protein,205,no,no,332,Strength_restored
38,Almond,Donut,Protein,0,yes,no,187,Strength_restored
38,Kale,Ramen,Good fat,2946,no,no,605,Strength_restored
38,Almond,Pizza,Good fat,623,no,no,297,Strength_restored
38,Almond,Donut,Protein,1767,yes,no,483,Strength_restored
38,Almond,Donut,Good fat,536,yes,no,248,Strength_restored
38,Almond,Donut,Good fat,1199,no,no,482,Strength_restored
38,Almond,Donut,Good fat,1199,no,no,178,Strength_restored
38,Kale,Donut,Protein,4017,no,no,470,Strength_restored
38,Kale,Donut,Protein,318,no,no,274,Strength_restored
38,Salmon,Pizza,Protein,2543,no,no,223,Strength_restored
38,Almond,Donut,Good fat,630,no,no,362,Strength_restored
38,Almond,Donut,Protein,0,yes,no,210,Strength_restored
38,Almond,Donut,Good fat,1477,no,no,385,Strength_restored
38,Kale,Donut,Protein,2678,no,no,282,Strength_restored
38,Almond,Donut,Good fat,536,yes,no,234,Strength_restored
38,Kale,Donut,Good fat,88,no,no,282,Strength_restored
38,Salmon,Pizza,Protein,2543,no,no,357,Strength_restored
38,Kale,Donut,Protein,557,yes,no,1556,Strength_restored
38,Almond,Pizza,Protein,3239,no,no,817,Strength_restored
38,Kale,Donut,Protein,5115,yes,no,318,Strength_restored
38,Almond,Ramen,Protein,19,yes,no,1130,Strength_restored
38,Kale,Ramen,Protein,0,yes,no,576,Strength_restored
38,Almond,Donut,Good fat,385,yes,no,154,Strength_restored
38,Almond,Donut,Good fat,238,no,no,139,Strength_restored
38,Almond,Donut,Good fat,413,no,no,252,Strength_restored
38,Almond,Donut,Good fat,613,no,no,239,Strength_restored
38,Almond,Donut,Protein,47,yes,no,288,Strength_restored
38,Kale,Pizza,Protein,1711,no,no,234,Strength_restored
38,Kale,Donut,Protein,1478,no,no,926,Strength_restored
38,Kale,Donut,Protein,1627,no,no,1323,Strength_restored
38,Kale,Donut,Protein,934,yes,no,715,Strength_restored
38,Beets,Donut,Good fat,2812,yes,no,830,Strength_restored
38,Kale,Pizza,Protein,565,yes,no,1143,Strength_restored
38,Kale,Pizza,Good fat,2885,yes,no,1422,Strength_restored
38,Almond,Pizza,Good fat,3141,no,no,347,Strength_restored
38,Beets,Pizza,Good fat,605,no,no,1603,Strength_restored
38,Almond,Donut,Bad fat,3576,no,no,579,Strength_restored
38,Kale,Donut,Protein,622,yes,no,611,Strength_restored
38,Kale,Pizza,Good fat,110,no,no,1051,Strength_restored
38,Kale,Donut,Protein,5115,yes,no,99,Strength_restored
38,Kale,Pizza,Good fat,508,yes,yes,1103,Strength_restored
38,Kale,Donut,Protein,6728,no,no,232,Strength_restored
38,Kale,Ramen,Good fat,1805,no,no,952,Strength_restored
38,Almond,Pizza,Protein,262,no,no,315,Strength_restored
38,Almond,Donut,Good fat,1988,no,no,164,Strength_restored
38,Almond,Pizza,Good fat,104,yes,no,606,Strength_restored
38,Almond,Donut,Protein,1559,no,no,136,Strength_restored
38,Almond,Ramen,Protein,257,yes,no,435,Strength_restored
38,Almond,Pizza,Good fat,3646,yes,no,1710,Strength_restored
38,Kale,Donut,Carbs,196,no,no,574,Strength_restored
38,Kale,Donut,Protein,6728,no,no,252,Strength_restored
38,Kale,Pizza,Good fat,25,yes,no,232,Strength_restored
38,Almond,Ramen,Good fat,4335,yes,no,640,Loss_of_strength
38,Almond,Donut,Good fat,328,no,no,230,Loss_of_strength
38,Kale,Donut,Carbs,178,yes,no,245,Loss_of_strength
38,Kale,Donut,Protein,961,yes,no,346,Loss_of_strength
38,Salmon,Donut,Protein,2139,yes,no,576,Loss_of_strength
38,Beets,Donut,Protein,30,no,no,91,Loss_of_strength
38,Salmon,Donut,Bad fat,259,no,no,63,Loss_of_strength
38,Kale,Donut,Protein,35,yes,no,130,Loss_of_strength
38,Kale,Donut,Protein,2669,yes,no,208,Loss_of_strength
38,Almond,Donut,Good fat,1463,yes,no,425,Loss_of_strength
38,Kale,Donut,Protein,173,yes,no,130,Loss_of_strength
38,Kale,Pizza,Protein,1121,no,no,203,Loss_of_strength
38,Salmon,Donut,Protein,-272,no,yes,143,Loss_of_strength
38,Almond,Donut,Good fat,5432,yes,yes,707,Loss_of_strength
38,Kale,Donut,Protein,581,yes,no,79,Loss_of_strength
38,Kale,Donut,Protein,0,yes,yes,146,Loss_of_strength
38,Almond,Donut,Protein,93,no,no,515,Loss_of_strength
38,Beets,Donut,Protein,173,no,no,205,Loss_of_strength
38,Kale,Donut,Protein,8876,no,no,280,Loss_of_strength
38,Kale,Donut,Carbs,175,no,no,132,Loss_of_strength
38,Beets,Donut,Protein,746,no,no,256,Loss_of_strength
38,Kale,Donut,Protein,797,yes,no,62,Loss_of_strength
38,Kale,Ramen,Protein,446,yes,no,373,Loss_of_strength
38,Almond,Donut,Good fat,1354,yes,no,50,Loss_of_strength
38,Kale,Donut,Protein,0,yes,no,254,Loss_of_strength
38,Almond,Ramen,Protein,3834,yes,no,363,Loss_of_strength
38,Kale,Ramen,Protein,1294,yes,no,565,Loss_of_strength
38,Almond,Donut,Protein,47,yes,yes,50,Loss_of_strength
38,Kale,Donut,Protein,565,no,no,93,Loss_of_strength
38,Almond,Pizza,Good fat,1704,no,no,222,Loss_of_strength
38,Kale,Ramen,Protein,2998,yes,no,91,Loss_of_strength
38,Salmon,Donut,Protein,680,yes,no,144,Loss_of_strength
38,Kale,Donut,Protein,-367,yes,yes,354,Loss_of_strength
38,Kale,Donut,Carbs,467,yes,no,379,Loss_of_strength
38,Kale,Donut,Protein,381,yes,no,126,Loss_of_strength
38,Almond,Ramen,Protein,-51,no,yes,102,Loss_of_strength
38,Almond,Ramen,Protein,0,no,yes,126,Loss_of_strength
38,Almond,Ramen,Good fat,76,no,no,220,Loss_of_strength
38,Kale,Donut,Protein,-210,yes,no,21,Loss_of_strength
38,Kale,Ramen,Protein,1221,yes,yes,73,Loss_of_strength
38,Kale,Donut,Good fat,1018,no,no,325,Loss_of_strength
38,Kale,Pizza,Protein,0,yes,no,166,Loss_of_strength
38,Kale,Donut,Carbs,4592,yes,no,360,Loss_of_strength
38,Kale,Donut,Protein,602,yes,no,161,Loss_of_strength
38,Kale,Donut,Protein,3598,no,no,154,Loss_of_strength
38,Beets,Ramen,Protein,0,yes,no,84,Loss_of_strength
38,Beets,Donut,Protein,215,yes,no,70,Loss_of_strength
38,Almond,Donut,Protein,4874,no,no,1291,Loss_of_strength
38,Almond,Donut,Protein,1839,no,no,63,Loss_of_strength
38,Kale,Donut,Bad fat,0,yes,no,477,Loss_of_strength
38,Kale,Donut,Good fat,127,yes,no,113,Loss_of_strength
38,Kale,Ramen,Good fat,304,yes,no,8,Loss_of_strength
38,Almond,Pizza,Good fat,1515,yes,no,42,Loss_of_strength
38,Kale,Pizza,Good fat,69,yes,no,253,Loss_of_strength
38,Salmon,Donut,Good fat,7752,yes,no,138,Loss_of_strength
38,Almond,Donut,Good fat,76,yes,no,167,Loss_of_strength
38,Kale,Donut,Carbs,2240,yes,no,551,Loss_of_strength
38,Kale,Donut,Carbs,132,yes,no,797,Loss_of_strength
38,Kale,Pizza,Carbs,0,yes,no,350,Loss_of_strength
38,Almond,Ramen,Protein,0,yes,no,93,Loss_of_strength
38,Almond,Ramen,Protein,930,yes,no,46,Loss_of_strength
38,Salmon,Donut,Good fat,678,no,yes,82,Loss_of_strength
38,Almond,Ramen,Protein,0,no,no,56,Loss_of_strength
38,Kale,Pizza,Protein,13156,yes,no,291,Loss_of_strength
38,Almond,Pizza,Good fat,4841,no,no,580,Loss_of_strength
38,Kale,Donut,Protein,8876,no,no,636,Loss_of_strength
38,Kale,Donut,Protein,0,yes,no,157,Loss_of_strength
38,Kale,Donut,Protein,507,yes,no,55,Loss_of_strength
38,Salmon,Donut,Protein,65,no,no,173,Loss_of_strength
38,Kale,Pizza,Protein,0,no,no,305,Loss_of_strength
38,Almond,Pizza,Good fat,91,yes,no,492,Loss_of_strength
38,Almond,Donut,Protein,215,yes,yes,173,Loss_of_strength
38,Kale,Donut,Protein,105,no,no,244,Loss_of_strength
38,Kale,Pizza,Carbs,3715,yes,no,41,Loss_of_strength
38,Kale,Pizza,Good fat,1222,yes,no,237,Loss_of_strength
38,Kale,Pizza,Protein,1012,yes,yes,69,Loss_of_strength
38,Almond,Ramen,Good fat,162,no,no,323,Loss_of_strength
38,Kale,Donut,Bad fat,573,yes,no,87,Loss_of_strength
38,Almond,Pizza,Protein,399,yes,no,367,Loss_of_strength
38,Almond,Pizza,Good fat,633,no,no,171,Loss_of_strength
38,Kale,Donut,Protein,185,no,yes,44,Loss_of_strength
38,Almond,Donut,Good fat,0,yes,no,211,Loss_of_strength
38,Kale,Pizza,Good fat,11,no,no,78,Loss_of_strength
38,Almond,Donut,Protein,326,yes,no,69,Loss_of_strength
38,Almond,Donut,Good fat,0,no,no,246,Loss_of_strength
38,Beets,Pizza,Protein,677,yes,no,114,Loss_of_strength
38,Almond,Donut,Good fat,1875,no,no,286,Loss_of_strength
38,Beets,Donut,Protein,138,no,no,182,Loss_of_strength
38,Kale,Pizza,Good fat,221,no,no,79,Loss_of_strength
38,Kale,Pizza,Bad fat,64,no,no,789,Loss_of_strength
38,Kale,Donut,Protein,468,yes,no,101,Loss_of_strength
38,Salmon,Donut,Carbs,350,yes,no,75,Loss_of_strength
38,Kale,Donut,Protein,0,no,no,152,Loss_of_strength
38,Kale,Donut,Protein,133,yes,no,267,Loss_of_strength
38,Kale,Pizza,Protein,211,yes,no,236,Loss_of_strength
38,Kale,Donut,Protein,1696,no,no,267,Loss_of_strength
38,Beets,Donut,Good fat,2084,yes,no,71,Loss_of_strength
38,Almond,Donut,Carbs,1365,yes,no,224,Loss_of_strength
38,Kale,Pizza,Protein,1655,no,no,392,Loss_of_strength
38,Kale,Pizza,Carbs,947,yes,no,361,Loss_of_strength
38,Salmon,Donut,Good fat,898,yes,no,132,Loss_of_strength
38,Almond,Pizza,Protein,2600,yes,no,67,Loss_of_strength
38,Kale,Donut,Bad fat,90,yes,yes,20,Loss_of_strength
38,Kale,Donut,Protein,110,no,no,167,Loss_of_strength
38,Almond,Donut,Protein,46,no,no,48,Loss_of_strength
38,Almond,Donut,Good fat,980,no,no,662,Loss_of_strength
38,Kale,Donut,Protein,3165,yes,no,152,Loss_of_strength
38,Beets,Donut,Protein,279,yes,no,110,Loss_of_strength
38,Almond,Donut,Good fat,4293,yes,no,92,Loss_of_strength
38,Kale,Donut,Protein,0,no,yes,1473,Loss_of_strength
38,Kale,Ramen,Carbs,0,no,no,49,Loss_of_strength
38,Kale,Ramen,Good fat,4312,no,no,67,Loss_of_strength
38,Kale,Pizza,Protein,0,no,no,255,Loss_of_strength
38,Beets,Pizza,Protein,592,no,no,275,Loss_of_strength
38,Kale,Donut,Carbs,668,no,no,238,Loss_of_strength
38,Kale,Donut,Carbs,7944,no,no,116,Loss_of_strength
38,Almond,Donut,Carbs,1487,no,no,332,Loss_of_strength
38,Kale,Donut,Good fat,563,yes,no,251,Loss_of_strength
38,Kale,Donut,Carbs,0,no,no,33,Loss_of_strength
38,Kale,Donut,Carbs,3918,no,no,101,Loss_of_strength
38,Almond,Ramen,Good fat,547,yes,no,137,Loss_of_strength
38,Almond,Pizza,Good fat,690,yes,no,34,Loss_of_strength
38,Beets,Donut,Protein,0,no,no,168,Loss_of_strength
38,Kale,Donut,Protein,-40,yes,no,227,Loss_of_strength
38,Kale,Ramen,Carbs,-258,yes,no,134,Loss_of_strength
38,Almond,Donut,Good fat,676,no,no,59,Loss_of_strength
38,Kale,Donut,Protein,2767,yes,no,711,Loss_of_strength
38,Salmon,Donut,Good fat,4,yes,no,158,Loss_of_strength
38,Kale,Donut,Protein,2008,yes,no,354,Loss_of_strength
38,Kale,Donut,Carbs,3419,yes,no,324,Loss_of_strength
38,Almond,Pizza,Good fat,1637,no,yes,231,Loss_of_strength
38,Kale,Ramen,Protein,631,yes,no,343,Loss_of_strength
38,Beets,Ramen,Protein,2674,yes,no,163,Loss_of_strength
38,Almond,Donut,Good fat,2656,no,no,230,Loss_of_strength
38,Kale,Ramen,Protein,-397,yes,yes,91,Loss_of_strength
38,Almond,Donut,Good fat,0,no,no,77,Loss_of_strength
38,Kale,Pizza,Protein,145,yes,no,109,Loss_of_strength
38,Kale,Donut,Protein,67,no,no,74,Loss_of_strength
38,Almond,Donut,Good fat,-498,no,no,85,Loss_of_strength
38,Kale,Ramen,Protein,1686,yes,no,9,Loss_of_strength
38,Almond,Ramen,Good fat,155,yes,no,25,Loss_of_strength
38,Kale,Donut,Carbs,0,yes,no,960,Loss_of_strength
38,Beets,Donut,Protein,290,yes,no,369,Loss_of_strength
38,Kale,Pizza,Carbs,-87,yes,no,531,Loss_of_strength
38,Almond,Donut,Good fat,1617,yes,no,691,Loss_of_strength
38,Almond,Pizza,Protein,77,no,no,441,Loss_of_strength
38,Almond,Pizza,Good fat,38,no,no,105,Loss_of_strength
38,Kale,Pizza,Bad fat,495,yes,no,297,Loss_of_strength
38,Almond,Ramen,Good fat,151,yes,no,50,Loss_of_strength
38,Kale,Donut,Good fat,1042,yes,no,419,Loss_of_strength
38,Kale,Ramen,Good fat,791,yes,no,89,Loss_of_strength
38,Kale,Donut,Protein,-314,yes,no,66,Loss_of_strength
38,Kale,Donut,Protein,20,no,no,147,Loss_of_strength
38,Kale,Donut,Protein,968,yes,no,272,Loss_of_strength
38,Almond,Pizza,Good fat,427,yes,no,253,Loss_of_strength
38,Kale,Donut,Good fat,940,no,no,191,Loss_of_strength
38,Kale,Ramen,Protein,0,yes,no,580,Loss_of_strength
38,Kale,Donut,Protein,-349,yes,no,111,Loss_of_strength
38,Kale,Pizza,Good fat,2496,no,no,193,Loss_of_strength
38,Kale,Donut,Protein,1,yes,no,57,Loss_of_strength
38,Kale,Pizza,Good fat,5122,yes,no,370,Loss_of_strength
38,Almond,Donut,Good fat,1440,no,no,111,Loss_of_strength
38,Kale,Donut,Protein,-762,yes,yes,408,Loss_of_strength
38,Kale,Pizza,Protein,1315,no,no,23,Loss_of_strength
38,Almond,Donut,Good fat,595,yes,no,70,Loss_of_strength
38,Almond,Pizza,Bad fat,715,yes,no,951,Loss_of_strength
38,Almond,Donut,Good fat,1101,yes,no,43,Loss_of_strength
38,Almond,Donut,Bad fat,1349,yes,no,100,Loss_of_strength
38,Almond,Donut,Good fat,1187,yes,yes,157,Loss_of_strength
38,Kale,Donut,Good fat,-1,no,no,188,Loss_of_strength
38,Almond,Pizza,Good fat,8669,yes,no,5,Loss_of_strength
38,Kale,Ramen,Carbs,92,yes,yes,118,Loss_of_strength
38,Kale,Donut,Carbs,714,yes,no,225,Loss_of_strength
38,Almond,Donut,Good fat,-239,yes,no,221,Loss_of_strength
38,Almond,Pizza,Bad fat,446,yes,no,386,Loss_of_strength
38,Kale,Donut,Protein,1313,no,no,33,Loss_of_strength
38,Almond,Pizza,Good fat,427,yes,no,17,Loss_of_strength
38,Kale,Donut,Protein,376,yes,no,1521,Loss_of_strength
38,Almond,Pizza,Good fat,2117,no,no,81,Loss_of_strength
38,Kale,Donut,Protein,728,yes,no,286,Loss_of_strength
38,Almond,Pizza,Good fat,1746,yes,no,139,Loss_of_strength
38,Kale,Donut,Protein,634,no,no,105,Loss_of_strength
38,Almond,Donut,Protein,0,yes,no,284,Loss_of_strength
38,Almond,Pizza,Protein,4023,no,no,339,Loss_of_strength
38,Almond,Ramen,Protein,407,yes,yes,89,Loss_of_strength
38,Kale,Donut,Carbs,362,yes,no,100,Loss_of_strength
38,Salmon,Donut,Protein,61,yes,yes,170,Loss_of_strength
38,Kale,Pizza,Carbs,1583,yes,no,386,Loss_of_strength
38,Kale,Pizza,Protein,103,yes,no,159,Loss_of_strength
38,Almond,Donut,Protein,3840,yes,yes,62,Loss_of_strength
38,Kale,Pizza,Protein,1019,yes,no,249,Loss_of_strength
38,Kale,Donut,Protein,292,yes,yes,84,Loss_of_strength
38,Kale,Pizza,Protein,322,yes,no,61,Loss_of_strength
38,Almond,Donut,Good fat,2278,yes,yes,244,Loss_of_strength
38,Beets,Donut,Protein,995,no,no,84,Loss_of_strength
38,Almond,Donut,Good fat,-558,yes,no,533,Loss_of_strength
38,Kale,Donut,Protein,183,yes,no,256,Loss_of_strength
38,Almond,Pizza,Good fat,6836,yes,no,374,Loss_of_strength
38,Kale,Pizza,Protein,-56,yes,yes,247,Loss_of_strength
38,Kale,Pizza,Good fat,0,no,no,247,Loss_of_strength
38,Almond,Donut,Carbs,-175,yes,no,86,Loss_of_strength
38,Salmon,Donut,Good fat,1438,no,no,122,Loss_of_strength
38,Kale,Pizza,Protein,1685,yes,no,185,Loss_of_strength
38,Kale,Donut,Protein,360,yes,no,220,Loss_of_strength
38,Almond,Ramen,Good fat,441,yes,no,67,Loss_of_strength
38,Kale,Donut,Protein,530,yes,no,59,Loss_of_strength
38,Almond,Donut,Good fat,590,no,no,49,Loss_of_strength
38,Kale,Donut,Good fat,0,yes,no,239,Loss_of_strength
38,Beets,Ramen,Protein,189,yes,yes,105,Loss_of_strength
39,Almond,Ramen,Good fat,517,yes,yes,1328,Strength_restored
39,Kale,Donut,Good fat,94,yes,yes,813,Strength_restored
39,Almond,Donut,Good fat,2763,yes,no,526,Strength_restored
39,Almond,Donut,Good fat,-190,no,yes,893,Strength_restored
39,Beets,Donut,Good fat,2630,no,no,651,Strength_restored
39,Kale,Donut,Carbs,2303,yes,no,775,Strength_restored
39,Beets,Pizza,Good fat,426,no,no,1029,Strength_restored
39,Kale,Donut,Protein,2843,yes,no,585,Strength_restored
39,Kale,Pizza,Protein,506,yes,no,718,Strength_restored
39,Kale,Ramen,Protein,687,yes,no,869,Strength_restored
39,Kale,Donut,Good fat,0,yes,no,894,Strength_restored
39,Kale,Donut,Good fat,597,no,no,686,Strength_restored
39,Kale,Donut,Protein,251,yes,no,342,Strength_restored
39,Almond,Donut,Good fat,1423,yes,no,733,Strength_restored
39,Kale,Pizza,Protein,0,no,no,864,Strength_restored
39,Kale,Donut,Protein,1444,no,no,362,Strength_restored
39,Kale,Donut,Protein,10685,yes,no,1369,Strength_restored
39,Kale,Pizza,Protein,391,no,yes,962,Strength_restored
39,Almond,Donut,Good fat,1836,no,no,902,Strength_restored
39,Kale,Pizza,Protein,1104,no,no,395,Strength_restored
39,Almond,Donut,Good fat,1795,no,no,922,Strength_restored
